"auth.msbt.msbt/AuthNumChk_Help_Moon","Podeu comprovar el vostre PIN a l’aplicació Control parental de la Nintendo Switch.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Comproveu l’aplicació Control parental de la Nintendo Switch per a més informació."
"auth.msbt.msbt/AuthNumChk_Help_Moon_T","{empty}"
"auth.msbt.msbt/AuthNumChk_Help_Number2","Número de referència: {bytes:0E|00|02|00|03|00|04|00|00|00|00|00}
Número de sèrie de la consola: {bytes:0E|00|02|00|07|00|04|00|01|00|00|00}"
"auth.msbt.msbt/AuthNumChk_Help_Support","És possible restablir el PIN.
Contacteu amb Nintendo mitjançant la informació del lloc web d’assistència de Nintendo."
"auth.msbt.msbt/AuthNumChk_Help_SupportMoon","Si el problema no se soluciona, consulteu la informació de contacte al lloc web d’assistència de Nintendo."
"auth.msbt.msbt/AuthNumChk_Main_BtnShow","Mostra ({bytes:0E|00|02|00|00|00|04|00|00|00|00|00})"
"auth.msbt.msbt/AuthNumChk_Main_BtnShowNum","{empty}"
"auth.msbt.msbt/AuthNumChk_Main_FooterDetail","{empty}"
"auth.msbt.msbt/AuthNumChk_Main_FooterHelp","{empty}"
"auth.msbt.msbt/AuthNumChk_Main_GuidePortableMode","{empty}"
"auth.msbt.msbt/AuthNumChk_Main_HeaderTopPrt","Cal un PIN per a desactivar temporalment el control parental."
"auth.msbt.msbt/AuthNumChk_Main_HeaderTopPrtTmp","Cal el PIN del control parental."
"auth.msbt.msbt/AuthNumChk_Main_HeaderTxtInvisible","{empty}"
"auth.msbt.msbt/AuthNumChk_Main_HeaderTxtSafe_first","{empty}"
"auth.msbt.msbt/AuthNumChk_Main_HeaderTxtSafe_NotMoon","{empty}"
"auth.msbt.msbt/AuthNumChk_Main_HeaderTxtSafeTmp_first","{empty}"
"auth.msbt.msbt/AuthNumChk_Main_HeaderTxtVisible","{empty}"
"auth.msbt.msbt/AuthNumChk_Main_LockedErr","Heu introduït un PIN incorrecte massa vegades.
Cal que espereu {bytes:0E|00|02|00|0D|00|04|00|00|00|00|00}{plurals: minut| minuts} abans de tornar-ho a provar."
"auth.msbt.msbt/AuthNumChk_Main_LockErr","En aquests moments no podeu introduir un PIN. Cal que espereu
{bytes:0E|00|02|00|0D|00|04|00|00|00|00|00}{plurals: minut| minuts} abans de tornar-ho a provar."
"auth.msbt.msbt/AuthNumChk_Main_MonoEntered","●"
"auth.msbt.msbt/AuthNumChk_Main_TxtDlgBtmHeader","Inclineu una palanca de control per a introduir el PIN."
"auth.msbt.msbt/AuthNumChk_Main_TxtNumErr_00","{empty}"
"auth.msbt.msbt/AuthNumChk_Main_TxtNumErrRetry","Si introduïu un PIN incorrecte {bytes:0E|00|02|00|0D|00|04|00|00|00|00|00}{plurals: vegada més| vegades més} haureu d’esperar una estona abans de poder tornar a introduir-lo."
"auth.msbt.msbt/AuthNumChk_Master_HeaderTop","Introduïu la clau mestra."
"auth.msbt.msbt/AuthNumChk_Master_Success_DlgBody","Autenticació correcta.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Trieu un PIN nou."
"auth.msbt.msbt/AuthNumChk_Master_TxtNumErr","{empty}"
"auth.msbt.msbt/AuthNumChk_ParentalOFFSuccess_DlgBody","S’ha desactivat temporalment el control parental.
{bytes:0E|00|01|00|03|00|02|00|03|CD}{bytes:0E|00|00|00|02|00|02|00|50|00}S’han desactivat totes les restriccions fins que la consola torni a entrar en mode d’espera.{bytes:0E|00|00|00|02|00|02|00|64|00}{bytes:0F|00|01|00|03|00}"
"auth.msbt.msbt/AuthNumChk_PasscodeChanged_DlgBody","S’ha canviat el PIN.
Torneu-lo a introduir."
"auth.msbt.msbt/AuthNumSet_Confirm_HeaderTop","Torneu a introduir el mateix PIN per a confirmar-lo."
"auth.msbt.msbt/AuthNumSet_Input_BtnBS",""
"auth.msbt.msbt/AuthNumSet_Input_BtnOK","D’acord"
"auth.msbt.msbt/AuthNumSet_Input_digitlimit","4-8 dígits"
"auth.msbt.msbt/AuthNumSet_Input_HeaderTop","Trieu un PIN."
"auth.msbt.msbt/AuthNumSet_Main_TxtDlgBtmHeader","Inclineu una palanca de control per a introduir el PIN."
"auth.msbt.msbt/AuthNumSet_ReRegister_HeaderTop","Trieu un PIN."
"auth.msbt.msbt/AuthNumSet_ReRegisterConfirm_HeaderTop","Torneu a introduir el mateix PIN per a confirmar-lo."
"auth.msbt.msbt/AuthNumSet_Success","S’ha completat la configuració."
"button.msbt.msbt/Button_Name_A","Botó A"
"button.msbt.msbt/Button_Name_Arrow_D","Botó Avall"
"button.msbt.msbt/Button_Name_Arrow_L","Botó Esquerra"
"button.msbt.msbt/Button_Name_Arrow_R","Botó Dreta"
"button.msbt.msbt/Button_Name_Arrow_U","Botó Amunt"
"button.msbt.msbt/Button_Name_B","Botó B"
"button.msbt.msbt/Button_Name_Capture","Botó Captura"
"button.msbt.msbt/Button_Name_Home","Botó HOME"
"button.msbt.msbt/Button_Name_L","Botó L"
"button.msbt.msbt/Button_Name_Minus","Botó －"
"button.msbt.msbt/Button_Name_None","Desactiva"
"button.msbt.msbt/Button_Name_Plus","Botó +"
"button.msbt.msbt/Button_Name_R","Botó R"
"button.msbt.msbt/Button_Name_SL","Botó SL"
"button.msbt.msbt/Button_Name_SR","Botó SR"
"button.msbt.msbt/Button_Name_Stick_L","Palanca esquerra"
"button.msbt.msbt/Button_Name_Stick_L_Push","Palanca esquerra
premuda"
"button.msbt.msbt/Button_Name_Stick_R","Palanca dreta"
"button.msbt.msbt/Button_Name_Stick_R_Push","Palanca dreta
premuda"
"button.msbt.msbt/Button_Name_X","Botó X"
"button.msbt.msbt/Button_Name_Y","Botó Y"
"button.msbt.msbt/Button_Name_ZL","Botó ZL"
"button.msbt.msbt/Button_Name_ZR","Botó ZR"
"button.msbt.msbt/Button_Pict_A",""
"button.msbt.msbt/Button_Pict_Arrow_D",""
"button.msbt.msbt/Button_Pict_Arrow_L",""
"button.msbt.msbt/Button_Pict_Arrow_R",""
"button.msbt.msbt/Button_Pict_Arrow_U",""
"button.msbt.msbt/Button_Pict_B",""
"button.msbt.msbt/Button_Pict_Capture",""
"button.msbt.msbt/Button_Pict_Home",""
"button.msbt.msbt/Button_Pict_L",""
"button.msbt.msbt/Button_Pict_Minus",""
"button.msbt.msbt/Button_Pict_None",""
"button.msbt.msbt/Button_Pict_Plus",""
"button.msbt.msbt/Button_Pict_R",""
"button.msbt.msbt/Button_Pict_SL",""
"button.msbt.msbt/Button_Pict_SR",""
"button.msbt.msbt/Button_Pict_Stick_L",""
"button.msbt.msbt/Button_Pict_Stick_L_Push",""
"button.msbt.msbt/Button_Pict_Stick_R",""
"button.msbt.msbt/Button_Pict_Stick_R_Push",""
"button.msbt.msbt/Button_Pict_X",""
"button.msbt.msbt/Button_Pict_Y",""
"button.msbt.msbt/Button_Pict_ZL",""
"button.msbt.msbt/Button_Pict_ZR",""
"cabinet.msbt.msbt/3DS","Nintendo 3DS"
"cabinet.msbt.msbt/Amiibo_DlgBodyAirMode","Desactiveu el mode d’avió.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Podeu fer-ho a la configuració ràpida (mantingueu premut )."
"cabinet.msbt.msbt/Amiibo_DlgBodyBrokenData","Les dades de l’amiibo són corruptes."
"cabinet.msbt.msbt/Amiibo_DlgBodyCantConfirm","No s’ha pogut accedir a l’amiibo perquè té les dades corruptes."
"cabinet.msbt.msbt/Amiibo_DlgBodyEmpty","El sobrenom no pot constar només d’espais."
"cabinet.msbt.msbt/Amiibo_DlgBodyFailDelete","No s’han pogut suprimir les dades de joc.
Torneu-ho a provar."
"cabinet.msbt.msbt/Amiibo_DlgBodyFailInit","No s’ha pogut restablir l’amiibo.
Torneu-ho a provar."
"cabinet.msbt.msbt/Amiibo_DlgBodyFailRegist","No s’ha pogut registrar.
Torneu-ho a provar."
"cabinet.msbt.msbt/Amiibo_DlgBodyFailRestore","No s’han pogut restaurar les dades.
Torneu-ho a provar."
"cabinet.msbt.msbt/Amiibo_DlgBodyInitCaution","No podreu restaurar-ne les dades una vegada s’hagi restablert l’amiibo.
Voleu continuar?"
"cabinet.msbt.msbt/Amiibo_DlgBodyInputNickname","Introduïu un sobrenom."
"cabinet.msbt.msbt/Amiibo_DlgBodyInvalidFormat","Aquest amiibo no està suportat."
"cabinet.msbt.msbt/Amiibo_DlgBodyLostEditData","Voleu tornar endarrere sense desar els canvis?"
"cabinet.msbt.msbt/Amiibo_DlgBodyNeedFormat","Les dades de l’amiibo són corruptes.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Podeu restaurar-ne les dades si teniu un dispositiu Nintendo que hagi accedit abans a aquest amiibo.
També podeu restablir l’amiibo seleccionant
 (Configuració del sistema) ⇒ amiibo al menú HOME."
"cabinet.msbt.msbt/Amiibo_DlgBodyNfcNotConnect","S’ha perdut la connexió amb el controlador."
"cabinet.msbt.msbt/Amiibo_DlgBodyNgWord","Aquest sobrenom conté mots inapropiats."
"cabinet.msbt.msbt/Amiibo_DlgBodyNoGameData","No s’han detectat dades de joc en aquest amiibo."
"cabinet.msbt.msbt/Amiibo_DlgBodyNotAmiibo","Això no és un amiibo."
"cabinet.msbt.msbt/Amiibo_DlgBodyNotBroken","Les dades d’aquest amiibo no són corruptes, per tant, no cal restaurar-lo."
"cabinet.msbt.msbt/Amiibo_DlgBodyNotRegistered","Voleu tornar endarrere sense registrar un propietari ni un sobrenom per a aquest amiibo?"
"cabinet.msbt.msbt/Amiibo_DlgBodyNumberLimit","No podeu fer servir més de cinc dígits al sobrenom."
"cabinet.msbt.msbt/Amiibo_DlgBodyOtherAmiibo","Aquest no és l’amiibo que heu escanejat abans."
"cabinet.msbt.msbt/Amiibo_DlgBodyRestoreData","Voleu restaurar aquest amiibo amb les dades desades en aquesta consola?"
"cabinet.msbt.msbt/Amiibo_DlgBtnContinueEdit","Continua registrant"
"cabinet.msbt.msbt/Amiibo_DlgBtnContinueRegist","Continua registrant"
"cabinet.msbt.msbt/Amiibo_DlgBtnInit","Restableix"
"cabinet.msbt.msbt/Amiibo_DlgBtnRestore","Restaura"
"cabinet.msbt.msbt/AwayAmiibo","Traieu l’amiibo del punt NFC."
"cabinet.msbt.msbt/ConnectInternet"," {bytes:0E|00|01|00|06|00|00|00}Connecteu-vos a Internet per a poder comprovar el nom del programa.{bytes:0F|00|01|00|06|00}"
"cabinet.msbt.msbt/Delete","Suprimeix"
"cabinet.msbt.msbt/DeleteExplanation","Se suprimiran les dades de joc.
Una vegada s’hagin suprimit, no es podran recuperar."
"cabinet.msbt.msbt/DeleteGameData","A continuació se suprimiran les dades de joc."
"cabinet.msbt.msbt/DeleteNow","S’està suprimint..."
"cabinet.msbt.msbt/GameData","Dades de joc"
"cabinet.msbt.msbt/GameDataOther","S’hi han detectat dades de joc."
"cabinet.msbt.msbt/InitAmiibo","A continuació es restablirà l’amiibo."
"cabinet.msbt.msbt/InitConfirm_GameData","Dades de joc"
"cabinet.msbt.msbt/InitConfirm_Nickname","Sobrenom de l’amiibo"
"cabinet.msbt.msbt/InitConfirm_NoGameData","Sense dades de joc."
"cabinet.msbt.msbt/InitConfirm_NoNickname","Sense sobrenom."
"cabinet.msbt.msbt/InitConfirm_NoOwner","Sense propietari."
"cabinet.msbt.msbt/InitConfirm_Note","Se suprimiran totes les dades d’aquest amiibo."
"cabinet.msbt.msbt/InitConfirm_OK","Restableix"
"cabinet.msbt.msbt/InitConfirm_Owner","Propietari"
"cabinet.msbt.msbt/InitNow","S’està restablint..."
"cabinet.msbt.msbt/InputNickname","Introduïu un sobrenom."
"cabinet.msbt.msbt/KeepDelete","No mogueu l’amiibo fins que finalitzi el procés."
"cabinet.msbt.msbt/KeepInit","No mogueu l’amiibo fins que finalitzi el restabliment."
"cabinet.msbt.msbt/KeepRegist","No mogueu l’amiibo fins que finalitzi el registre."
"cabinet.msbt.msbt/KeepRestore","No mogueu l’amiibo fins que s’hagin restaurat les dades."
"cabinet.msbt.msbt/MakeMii","Crea un Mii"
"cabinet.msbt.msbt/MakeMiiPlease","Creeu un Mii per al propietari d’aquest amiibo."
"cabinet.msbt.msbt/MakeMiiZero","Crea un Mii"
"cabinet.msbt.msbt/NX","Nintendo Switch"
"cabinet.msbt.msbt/OwnerConfirm_ChangeNickname","Canvia"
"cabinet.msbt.msbt/OwnerConfirm_ChangeOwner","Canvia"
"cabinet.msbt.msbt/OwnerConfirm_InputNickname","Introdueix"
"cabinet.msbt.msbt/OwnerConfirm_Nickname","Sobrenom de l’amiibo"
"cabinet.msbt.msbt/OwnerConfirm_NoNickname","Sense sobrenom."
"cabinet.msbt.msbt/OwnerConfirm_Owner","Propietari"
"cabinet.msbt.msbt/OwnerConfirm_Regist","D’acord"
"cabinet.msbt.msbt/ReadAllData","Es comprovaran les dades de l’amiibo."
"cabinet.msbt.msbt/ReadGameData","Es comprovaran les dades de joc d’aquest amiibo."
"cabinet.msbt.msbt/RegistAmiibo","Es registraran les dades del propietari i el sobrenom a l’amiibo."
"cabinet.msbt.msbt/RegistNow","S’està registrant..."
"cabinet.msbt.msbt/RestoreAmiibo","A continuació es restauraran les dades de l’amiibo."
"cabinet.msbt.msbt/RestoreNow","S’estan restaurant les dades..."
"cabinet.msbt.msbt/SelectMii","Seleccioneu el propietari d’aquest amiibo."
"cabinet.msbt.msbt/SuccessDelete","S’ha suprimit."
"cabinet.msbt.msbt/SuccessInit","S’ha completat el restabliment."
"cabinet.msbt.msbt/SuccessRegist","S’ha completat el registre."
"cabinet.msbt.msbt/SuccessRestore","S’han restaurat les dades."
"cabinet.msbt.msbt/TitleDelete","Suprimeix les dades de joc"
"cabinet.msbt.msbt/TitleInit","Restableix l’amiibo"
"cabinet.msbt.msbt/TitleOwnerNickname","Registra un propietari i un sobrenom"
"cabinet.msbt.msbt/TitleRestore","Restaura les dades"
"cabinet.msbt.msbt/TouchAmiibo","Mantingueu un amiibo al punt NFC."
"cabinet.msbt.msbt/TouchAmiiboInit","Mantingueu l’amiibo que voleu restablir al punt NFC."
"cabinet.msbt.msbt/TrySystemUpdate"," {bytes:0E|00|01|00|06|00|00|00}No s’ha pogut comprovar el nom del programa. Si el problema continua, proveu d’actualitzar el sistema.{bytes:0F|00|01|00|06|00}"
"cabinet.msbt.msbt/WifiUsed"," {bytes:0E|00|01|00|06|00|00|00}No es pot comprovar el nom del programa mentre el programa suspès fa servir la comunicació sense fils.{bytes:0F|00|01|00|06|00}"
"cabinet.msbt.msbt/WiiU","Wii U"
"cldr.msbt.msbt/Africa/Brazzaville","Brazzaville"
"cldr.msbt.msbt/Africa/Cairo","El Caire"
"cldr.msbt.msbt/Africa/Casablanca","Casablanca"
"cldr.msbt.msbt/Africa/Harare","Harare"
"cldr.msbt.msbt/Africa/Nairobi","Nairobi"
"cldr.msbt.msbt/Africa/Windhoek","Windhoek"
"cldr.msbt.msbt/America/Anchorage","Anchorage"
"cldr.msbt.msbt/America/Barbados","Barbados"
"cldr.msbt.msbt/America/Bogota","Bogotà"
"cldr.msbt.msbt/America/Buenos_Aires","Buenos Aires"
"cldr.msbt.msbt/America/Caracas","Caracas"
"cldr.msbt.msbt/America/Chicago","Chicago"
"cldr.msbt.msbt/America/Chihuahua","Chihuahua"
"cldr.msbt.msbt/America/Costa_Rica","Costa Rica"
"cldr.msbt.msbt/America/Denver","Denver"
"cldr.msbt.msbt/America/Godthab","Nuuk"
"cldr.msbt.msbt/America/Halifax","Halifax"
"cldr.msbt.msbt/America/Los_Angeles,America/Vancouver","Los Angeles, Vancouver"
"cldr.msbt.msbt/America/Manaus","Manaus"
"cldr.msbt.msbt/America/Mexico_City","Ciutat de Mèxic"
"cldr.msbt.msbt/America/Montevideo","Montevideo"
"cldr.msbt.msbt/America/New_York,America/Toronto","Nova York, Toronto"
"cldr.msbt.msbt/America/Phoenix","Phoenix"
"cldr.msbt.msbt/America/Recife","Salvador"
"cldr.msbt.msbt/America/Regina","Regina"
"cldr.msbt.msbt/America/Santiago","Santiago"
"cldr.msbt.msbt/America/Sao_Paulo","Brasília"
"cldr.msbt.msbt/America/St_Johns","Saint John’s"
"cldr.msbt.msbt/America/Tijuana","Tijuana"
"cldr.msbt.msbt/Asia/Almaty","Almati"
"cldr.msbt.msbt/Asia/Amman","Amman"
"cldr.msbt.msbt/Asia/Baghdad","Bagdad"
"cldr.msbt.msbt/Asia/Baku","Bakú"
"cldr.msbt.msbt/Asia/Bangkok,Asia/Jakarta","Bangkok, Jakarta"
"cldr.msbt.msbt/Asia/Beirut","Beirut"
"cldr.msbt.msbt/Asia/Calcutta","Kolkata"
"cldr.msbt.msbt/Asia/Colombo","Colombo"
"cldr.msbt.msbt/Asia/Dubai","Abu Dhabi"
"cldr.msbt.msbt/Asia/Irkutsk","Irkutsk"
"cldr.msbt.msbt/Asia/Jerusalem","Jerusalem"
"cldr.msbt.msbt/Asia/Kabul","Kabul"
"cldr.msbt.msbt/Asia/Karachi","Karachi"
"cldr.msbt.msbt/Asia/Katmandu","Katmandú"
"cldr.msbt.msbt/Asia/Krasnoyarsk","Krasnoiarsk"
"cldr.msbt.msbt/Asia/Kuala_Lumpur","Kuala Lumpur"
"cldr.msbt.msbt/Asia/Kuwait","Kuwait"
"cldr.msbt.msbt/Asia/Magadan","Magadan"
"cldr.msbt.msbt/Asia/Oral","Oral"
"cldr.msbt.msbt/Asia/Seoul","Seül"
"cldr.msbt.msbt/Asia/Shanghai,Asia/Hong_Kong","Xangai, Hong Kong"
"cldr.msbt.msbt/Asia/Taipei","Taipei"
"cldr.msbt.msbt/Asia/Tbilisi","Tbilissi"
"cldr.msbt.msbt/Asia/Tehran","Teheran"
"cldr.msbt.msbt/Asia/Tokyo","Tòquio"
"cldr.msbt.msbt/Asia/Vladivostok","Vladivostok"
"cldr.msbt.msbt/Asia/Yakutsk","Iakutsk"
"cldr.msbt.msbt/Asia/Yekaterinburg","Iekaterinburg"
"cldr.msbt.msbt/Asia/Yerevan","Erevan"
"cldr.msbt.msbt/Atlantic/Azores","Açores"
"cldr.msbt.msbt/Atlantic/Cape_Verde","Cap Verd"
"cldr.msbt.msbt/Atlantic/South_Georgia","Illes Geòrgia del Sud i Sandwich del Sud"
"cldr.msbt.msbt/Australia/Adelaide","Adelaida"
"cldr.msbt.msbt/Australia/Brisbane","Brisbane"
"cldr.msbt.msbt/Australia/Darwin","Darwin"
"cldr.msbt.msbt/Australia/Hobart","Hobart"
"cldr.msbt.msbt/Australia/Perth","Perth"
"cldr.msbt.msbt/Australia/Sydney,Australia/Melbourne","Sydney, Melbourne"
"cldr.msbt.msbt/Europe/Athens,Europe/Istanbul","Atenes, Istanbul"
"cldr.msbt.msbt/Europe/Belgrade","Belgrad"
"cldr.msbt.msbt/Europe/Berlin,Europe/Rome,Europe/Vienna,Europe/Zurich","Berlín, Roma, Viena, Zuric"
"cldr.msbt.msbt/Europe/Helsinki","Hèlsinki"
"cldr.msbt.msbt/Europe/London,Europe/Lisbon","Londres, Lisboa"
"cldr.msbt.msbt/Europe/Madrid,Europe/Paris,Europe/Amsterdam,Europe/Brussels","Madrid, París, Amsterdam, Brussel·les"
"cldr.msbt.msbt/Europe/Minsk","Minsk"
"cldr.msbt.msbt/Europe/Moscow","Moscou"
"cldr.msbt.msbt/Europe/Sarajevo","Sarajevo"
"cldr.msbt.msbt/Pacific/Auckland","Auckland"
"cldr.msbt.msbt/Pacific/Fiji","Fiji"
"cldr.msbt.msbt/Pacific/Guam","Guam"
"cldr.msbt.msbt/Pacific/Honolulu","Honolulu"
"cldr.msbt.msbt/Pacific/Majuro","Majuro"
"cldr.msbt.msbt/Pacific/Midway","Midway"
"cldr.msbt.msbt/Pacific/Noumea","Nouméa"
"cldr.msbt.msbt/Pacific/Tongatapu","Tongatapu"
"common.msbt.msbt/Cmn_BodyUrl_Address","{empty}"
"common.msbt.msbt/Cmn_BodyUrl_SiteName","Lloc web d’assistència de Nintendo"
"common.msbt.msbt/Cmn_BtnListCheckOff","No"
"common.msbt.msbt/Cmn_BtnListCheckOn","Sí"
"common.msbt.msbt/Cmn_DlgBody_AboutMoonWhitelist","Si feu servir l’aplicació Control parental de la Nintendo Switch, podeu excloure aquest programa d’algunes restriccions afegint-lo a la llista segura per a la consola Nintendo Switch.
{bytes:0E|00|01|00|03|00|02|00|03|CD}{bytes:0E|00|00|00|02|00|02|00|50|00}La configuració de la llista segura es pot canviar a Configuració ⇒ Funcionalitats restringides ⇒ Llista segura a l’aplicació Control parental de la Nintendo Switch.

La llista segura es pot modificar més tard.{bytes:0E|00|00|00|02|00|02|00|64|00}{bytes:0F|00|01|00|03|00}"
"common.msbt.msbt/Cmn_DlgBody_ConfirmAppDisconnectLimited","Algunes funcionalitats no estan disponibles mentre el programa fa servir la comunicació sense fils.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Us voleu desconnectar?"
"common.msbt.msbt/Cmn_DlgBody_ConfirmAppDisconnectRequired","No es pot continuar mentre hi hagi un programa que faci servir la comunicació sense fils.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Us voleu desconnectar?"
"common.msbt.msbt/Cmn_DlgBody_ConfirmCancelEditing","Voleu tornar endarrere
sense desar els canvis?"
"common.msbt.msbt/Cmn_DlgBody_ConfirmCancelSetting","Voleu tornar endarrere sense desar els canvis?"
"common.msbt.msbt/Cmn_DlgBody_ConfirmLocalDisconnectRequired","Us desconnectareu de la connexió a Internet actual i de la comunicació local."
"common.msbt.msbt/Cmn_DlgBody_ConfirmSystemUpdate","Cal instal·lar una actualització del sistema abans de continuar."
"common.msbt.msbt/Cmn_DlgBody_NameCntNumErr","No podeu fer servir més de cinc dígits al sobrenom."
"common.msbt.msbt/Cmn_DlgBody_NameNGWordErr","Aquest sobrenom conté mots inapropiats."
"common.msbt.msbt/Cmn_DlgBody_NameSpaceErr","El sobrenom no pot constar només d’espais."
"common.msbt.msbt/Cmn_DlgBody_NGWordErr","Aquest text conté mots inapropiats."
"common.msbt.msbt/Cmn_DlgBody_NotNetConnect","No s’ha pogut connectar a Internet.{bytes:0E|00|01|00|00|00|04|00|9A|99|19|3F}
Comproveu-ne la configuració.
{bytes:0E|00|01|00|03|00|02|00|03|CD}{bytes:0E|00|00|00|02|00|02|00|50|00}Si feu servir una connexió per cable, assegureu-vos que el cable o l’adaptador LAN estiguin ben connectats.{bytes:0E|00|00|00|02|00|02|00|64|00}{bytes:0F|00|01|00|03|00}"
"common.msbt.msbt/Cmn_DlgBodyWait","Espereu..."
"common.msbt.msbt/Cmn_DlgBodyWait2","Espereu..."
"common.msbt.msbt/Cmn_DlgBtmBtnSelBoxMulti_Decide","D’acord"
"common.msbt.msbt/Cmn_DlgBtnArrange","Arxiva el programa"
"common.msbt.msbt/Cmn_DlgBtnBack","Endarrere"
"common.msbt.msbt/Cmn_DlgBtnCancel","Cancel·la"
